file_name,xmin,ymin,xmax,ymax,class
images/0.jpg,1200.0,43.0,1494.0,458.0,Liquid Cargo Ship
images/0.jpg,582.0,385.0,630.0,414.0,Passenger Ship
images/1.jpg,88.000031,928.0,107.000031,945.0,Cargo Truck
images/1.jpg,852.545959,876.0,869.453918,897.0,Small Car
images/1.jpg,253.756134,988.000061,275.0,1000.0,Cargo Truck
images/1.jpg,233.000092,989.000122,250.700043,1007.000122,Cargo Truck
images/1.jpg,27.000004,942.000061,43.000004,958.000061,Dump Truck
images/1.jpg,35.500004,933.000061,60.000004,957.500061,Cargo Truck
images/1.jpg,49.999969,923.594604,73.432404,951.0,Cargo Truck
images/1.jpg,191.533295,998.598022,194.54541,1000.0,Cargo Truck
images/1.jpg,159.000015,980.000122,181.000015,1000.0,Cargo Truck
images/1.jpg,144.764114,966.575562,176.999954,991.000122,Cargo Truck
images/1.jpg,140.875671,958.0,163.124451,977.0,Dump Truck
images/1.jpg,129.000015,945.831421,159.000015,970.168579,Cargo Truck
images/1.jpg,114.309158,948.757141,134.000015,967.000061,Cargo Truck
images/1.jpg,105.000015,943.468933,125.000015,962.530945,Cargo Truck
images/1.jpg,87.946114,932.515381,118.999962,960.415405,Cargo Truck
images/1.jpg,110.575516,908.000122,143.424576,933.000122,Cargo Truck
images/1.jpg,101.831482,900.000061,132.449463,924.449524,Cargo Truck
images/1.jpg,87.0,894.999939,118.0,919.999939,Cargo Truck
images/1.jpg,436.000214,1000.0,436.000214,1000.0,Cargo Truck
images/1.jpg,417.000275,994.000244,429.499908,1005.999756,Cargo Truck
images/1.jpg,490.0,958.9776,512.0,969.022522,Cargo Truck
images/1.jpg,479.921204,949.000122,506.078918,961.000122,Cargo Truck
images/1.jpg,468.999969,938.0,495.079865,952.983398,Cargo Truck
images/1.jpg,534.576904,991.0,559.000122,1000.0,Cargo Truck
images/1.jpg,519.764648,983.0,546.235352,998.0,Cargo Truck
images/1.jpg,546.914612,979.999939,567.999939,991.231628,Cargo Truck
images/1.jpg,431.835144,907.999939,455.164856,925.999939,Cargo Truck
images/1.jpg,456.736023,931.0,480.263977,942.0,Cargo Truck
images/1.jpg,447.0,921.999939,471.315979,935.089172,Cargo Truck
images/1.jpg,427.490234,898.0,449.509766,912.0,Cargo Truck
images/1.jpg,536.0,970.000061,559.647949,983.064026,Cargo Truck
images/1.jpg,512.414917,952.0,539.585083,966.0,Cargo Truck
images/1.jpg,507.494568,944.000183,530.505554,956.000183,Cargo Truck
images/1.jpg,482.0,928.0,505.296021,939.128052,Cargo Truck
images/1.jpg,462.000061,901.936401,483.000061,914.063843,Cargo Truck
images/1.jpg,587.510925,885.000061,612.489197,906.000061,Cargo Truck
images/1.jpg,579.0,875.911743,604.0,896.088257,Cargo Truck
images/1.jpg,570.224182,867.882568,595.999939,888.0,Cargo Truck
images/1.jpg,567.0,856.679321,592.377319,877.000122,Cargo Truck
images/1.jpg,559.000061,848.67926,584.37738,869.000061,Cargo Truck
images/1.jpg,555.705933,837.999939,581.294067,858.999939,Cargo Truck
images/1.jpg,549.0,830.0,573.539307,849.253418,Cargo Truck
images/1.jpg,475.295074,717.0,525.0,761.24585,Cargo Truck
images/1.jpg,479.838257,769.0,511.161621,794.0,Dump Truck
images/1.jpg,446.000061,747.298828,475.361877,774.0,Dump Truck
images/1.jpg,411.0,765.460266,441.0,793.539612,Cargo Truck
images/1.jpg,334.913879,738.0,364.086121,769.0,Dump Truck
images/1.jpg,321.81601,745.000061,347.183929,771.000061,Cargo Truck
images/1.jpg,357.0,716.999939,383.434509,744.613708,Cargo Truck
images/1.jpg,369.921478,710.000061,399.078583,738.000061,Cargo Truck
images/1.jpg,433.0,670.807861,462.767395,698.0,Cargo Truck
images/1.jpg,387.0,266.958557,407.0,281.041443,Small Car
images/1.jpg,312.731598,305.0,332.268341,325.0,Small Car
images/1.jpg,329.948303,257.275848,356.362061,275.000031,Dump Truck
images/1.jpg,272.935303,261.000031,296.0,286.958832,Van
images/1.jpg,123.975876,98.999992,135.000015,116.589653,Van
images/1.jpg,97.0,100.0,108.0,118.0,Van
images/1.jpg,71.0,102.0,81.0,117.0,Van
images/1.jpg,46.0,99.0,57.0,116.0,Van
images/1.jpg,120.0,54.0,128.0,68.0,Van
images/1.jpg,96.0,54.0,105.0,71.0,Small Car
images/1.jpg,70.0,50.0,79.0,66.0,Small Car
images/1.jpg,43.0,58.0,53.0,73.0,Van
images/1.jpg,32.0,56.0,40.0,71.0,Van
images/1.jpg,18.968872,57.0,28.031128,74.000015,Van
images/1.jpg,6.0,57.87693,16.984615,75.000008,Small Car
images/1.jpg,-0.0,59.0,6.006825,76.764709,Van
images/1.jpg,449.0,797.0,472.307678,817.538452,Cargo Truck
images/10.jpg,4.0,270.0,54.0,282.0,Dry Cargo Ship
images/10.jpg,1299.0,380.0,1424.0,461.0,Dry Cargo Ship
images/10.jpg,1243.0,1015.0,1412.0,1122.0,Dry Cargo Ship
images/10.jpg,569.0,800.0,819.0,908.0,Dry Cargo Ship
images/100.jpg,968.0,569.551147,978.0,590.448853,Small Car
images/100.jpg,958.000122,433.809204,970.215942,451.000061,Small Car
images/100.jpg,901.0,817.0,919.0,824.0,Small Car
images/100.jpg,928.0,667.0,951.0,675.0,Dump Truck
images/100.jpg,868.0,695.966797,887.370117,704.0,Small Car
images/100.jpg,845.0,695.024658,863.443115,704.0,Van
images/100.jpg,659.551147,692.0,680.448853,702.0,Small Car
images/100.jpg,634.501282,686.0,655.49884,697.0,Small Car
images/100.jpg,607.0,685.0,630.0,698.0,Small Car
images/100.jpg,654.607544,662.000061,678.0,672.026428,Dump Truck
images/100.jpg,624.0,662.0,645.0,671.0,Dump Truck
images/100.jpg,566.972778,562.000061,577.027222,579.000061,Small Car
images/100.jpg,562.0,589.0,577.0,615.0,Van
images/100.jpg,567.0,617.0,575.0,631.0,Van
images/100.jpg,530.0,603.0,540.0,619.0,Small Car
images/100.jpg,531.0,583.0,540.0,598.0,Van
images/100.jpg,532.0,563.0,539.0,578.0,Small Car
images/100.jpg,530.0,544.431458,539.0,559.56842,Van
images/100.jpg,532.0,492.0,542.0,511.0,Small Car
images/100.jpg,532.0,467.0,541.0,484.0,Small Car
images/100.jpg,529.97229,445.0,540.0,463.501526,Small Car
images/100.jpg,508.441162,407.0,530.0,432.735291,Dump Truck
images/100.jpg,147.285721,985.811401,159.528305,1000.0,Van
images/100.jpg,124.91893,957.0,137.0811,977.0,Small Car
images/100.jpg,490.0,783.0,500.0,805.0,Dump Truck
images/100.jpg,445.0,782.0,469.0,791.0,Small Car
images/100.jpg,445.632568,773.0,465.367432,781.0,Small Car
images/100.jpg,446.580109,762.999939,466.419891,771.999939,Small Car
images/100.jpg,356.0,762.0,372.0,770.0,Van
images/100.jpg,345.0,489.0,354.0,505.0,Small Car
images/100.jpg,345.0,509.0,352.0,524.0,Small Car
images/100.jpg,259.0,589.472412,269.0,607.527588,Small Car
images/100.jpg,253.999985,553.911743,274.0,571.088257,Small Car
images/100.jpg,144.984436,624.0,158.015564,641.0,Van
images/100.jpg,84.54863,681.972595,105.0,692.000061,Small Car
images/100.jpg,0.0,275.0,14.0,282.0,Small Car
images/100.jpg,-2e-06,283.0,18.0,293.969238,Excavator
images/100.jpg,50.0,202.0,60.0,218.0,Small Car
images/100.jpg,366.0,658.0,384.0,666.0,Van
images/100.jpg,393.0,659.0,411.0,667.0,Dump Truck
images/100.jpg,159.999985,654.079285,180.792068,664.000061,Small Car
images/100.jpg,181.0,653.972534,202.0,664.027466,Van
images/100.jpg,416.000031,659.966248,440.000031,669.033875,Small Car
images/100.jpg,224.560013,996.920044,246.000015,1003.000122,Van
images/100.jpg,546.0,356.033875,564.609253,368.0,Small Car
images/100.jpg,570.000061,365.861237,589.000061,383.138824,Small Car
images/100.jpg,591.000061,387.527649,601.000061,407.472351,Van
images/100.jpg,581.000061,406.000031,597.352966,425.411774,Van
images/100.jpg,569.0,431.000061,584.0,449.000061,Van
images/100.jpg,566.000061,465.439697,576.000061,482.560303,Small Car
images/100.jpg,524.184631,363.000031,541.000061,377.32309,Small Car
images/100.jpg,286.0,659.0,308.0,668.0,Dump Truck
images/1000.jpg,783.0,940.861572,801.0,954.138428,Van
images/1000.jpg,768.443359,968.000122,789.556763,982.000122,Small Car
